DESC_PROVINCIA;CENTRO_EXAMEN;CODIGO_AUTOESCUELA;NOMBRE_AUTOESCUELA;CODIGO_SECCION;MES;ANYO;TIPO_EXAMEN;NOMBRE_PERMISO;NUM_APTOS;NUM_APTOS_1conv;NUM_APTOS_2conv;NUM_APTOS_3o4conv;NUM_APTOS_5_o_mas_conv;NUM_NO_APTOS
Albacete;Albacete;AB0233;CARRETAS;01;8 ;2018;PRUEBA TEÓRICA;B  ;5;5;0;0;0;0
Albacete;Albacete;AB0233;CARRETAS;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;2;2;0;0;0;0
Albacete;Albacete;AB0080;CIMA;01;8 ;2018;PRUEBA TEÓRICA;B  ;4;3;1;0;0;1
Albacete;Albacete;AB0080;CIMA;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;5;3;1;1;0;2
Albacete;Albacete;AB0080;CIMA;03;8 ;2018;PRUEBA TEÓRICA;B  ;1;1;0;0;0;1
Albacete;Albacete;AB0199;CORTES;01;8 ;2018;PRUEBA TEÓRICA;B  ;8;8;0;0;0;2
Albacete;Albacete;AB0199;CORTES;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;6;4;2;0;0;3
Albacete;Albacete;CU0015;CRISCE;03;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;1;1;0;0;0;0
Albacete;Albacete;CU0015;CRISCE;03;8 ;2018;PRUEBA ESPECÍFICO;C  ;0;0;0;0;0;1
Albacete;Albacete;CU0015;CRISCE;03;8 ;2018;PRUEBA TEÓRICA;B  ;20;14;4;2;0;3
Albacete;Albacete;CU0015;CRISCE;03;8 ;2018;PRUEBA ESPECÍFICO;AM ;2;2;0;0;0;0
Albacete;Albacete;CU0015;CRISCE;03;8 ;2018;PRUEBA ESPECÍFICO;A2 ;2;2;0;0;0;0
Albacete;Albacete;CU0015;CRISCE;03;8 ;2018;PRUEBA ESPECÍFICO;EC ;1;1;0;0;0;0
Albacete;Albacete;CU0015;CRISCE;03;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;14;5;6;3;0;7
Albacete;Albacete;AB0082;DON QUIJOTE;02;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;1;1;1;0;3
Albacete;Albacete;AB0082;DON QUIJOTE;02;8 ;2018;PRUEBA TEÓRICA;B  ;7;7;0;0;0;3
Albacete;Albacete;AB0194;EL ANGEL;01;8 ;2018;PRUEBA TEÓRICA;B  ;1;0;1;0;0;1
Albacete;Albacete;AB0190;ELEGO;01;8 ;2018;PRUEBA DESTREZA;A2 ;0;0;0;0;0;1
Albacete;Albacete;AB0195;ELITE;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;1;1;0;0;0;3
Albacete;Albacete;AB0195;ELITE;01;8 ;2018;PRUEBA TEÓRICA;B  ;7;3;2;2;0;1
Albacete;Albacete;AB0229;EMILIO GARCIA;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;1;1;0;0;0;0
Albacete;Albacete;AB0222;EN RUTA;01;8 ;2018;PRUEBA ESPECÍFICO;A2 ;1;1;0;0;0;0
Albacete;Albacete;AB0222;EN RUTA;01;8 ;2018;PRUEBA ESPECÍFICO;AM ;1;1;0;0;0;0
Albacete;Albacete;AB0222;EN RUTA;01;8 ;2018;PRUEBA TEÓRICA;B  ;10;8;2;0;0;1
Albacete;Albacete;AB0222;EN RUTA;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;1;2;0;0;3
Albacete;Albacete;AB0113;ESCOBAR SL;01;8 ;2018;PRUEBA TEÓRICA;B  ;1;1;0;0;0;0
Albacete;Albacete;AB0095;GARCIA;01;8 ;2018;PRUEBA TEÓRICA;B  ;0;0;0;0;0;1
Albacete;Albacete;AB0121;GOMEZ;01;8 ;2018;PRUEBA ESPECÍFICO;C  ;1;1;0;0;0;0
Albacete;Albacete;AB0121;GOMEZ;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;1;2;0;0;2
Albacete;Albacete;AB0121;GOMEZ;01;8 ;2018;PRUEBA ESPECÍFICO;A2 ;1;1;0;0;0;0
Albacete;Albacete;AB0121;GOMEZ;01;8 ;2018;PRUEBA DESTREZA;A2 ;1;1;0;0;0;0
Albacete;Albacete;AB0121;GOMEZ;01;8 ;2018;PRUEBA DESTREZA;EC ;1;0;0;1;0;0
Albacete;Albacete;AB0121;GOMEZ;01;8 ;2018;PRUEBA TEÓRICA;B  ;7;5;2;0;0;1
Albacete;Albacete;AB0184;HERREROS;01;8 ;2018;PRUEBA TEÓRICA;B  ;4;4;0;0;0;0
Albacete;Albacete;AB0184;HERREROS;02;8 ;2018;PRUEBA TEÓRICA;B  ;9;5;4;0;0;5
Albacete;Albacete;AB0184;HERREROS;02;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;9;3;1;4;1;2
Albacete;Albacete;AB0056;HINAREJOS;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;1;1;0;0;0;0
Albacete;Albacete;AB0056;HINAREJOS;01;8 ;2018;PRUEBA ESPECÍFICO;A2 ;3;3;0;0;0;1
Albacete;Albacete;AB0056;HINAREJOS;01;8 ;2018;PRUEBA DESTREZA;AM ;2;2;0;0;0;1
Albacete;Albacete;AB0056;HINAREJOS;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;8;2;2;4;0;8
Albacete;Albacete;AB0056;HINAREJOS;01;8 ;2018;PRUEBA TEÓRICA;B  ;22;16;3;2;1;11
Albacete;Albacete;AB0056;HINAREJOS;01;8 ;2018;PRUEBA DESTREZA;A2 ;0;0;0;0;0;2
Albacete;Albacete;AB0056;HINAREJOS;01;8 ;2018;PRUEBA TEÓRICA;A2 ;0;0;0;0;0;1
Albacete;Albacete;AB0056;HINAREJOS;01;8 ;2018;PRUEBA ESPECÍFICO;C  ;1;1;0;0;0;0
Albacete;Albacete;AB0056;HINAREJOS;01;8 ;2018;PRUEBA DESTREZA;C  ;1;1;0;0;0;0
Albacete;Albacete;AB0219;HUERTA;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;7;4;1;2;0;3
Albacete;Albacete;AB0219;HUERTA;01;8 ;2018;PRUEBA TEÓRICA;B  ;4;2;1;1;0;10
Albacete;Albacete;AB0223;INTERCAR;01;8 ;2018;PRUEBA TEÓRICA;B  ;5;4;1;0;0;0
Albacete;Albacete;AB0223;INTERCAR;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;5;4;0;1;0;1
Albacete;Albacete;AB0129;JAGUAR SL;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;5;2;1;2;0;6
Albacete;Albacete;AB0129;JAGUAR SL;01;8 ;2018;PRUEBA TEÓRICA;B  ;12;9;2;1;0;4
Albacete;Albacete;AB0129;JAGUAR SL;02;8 ;2018;PRUEBA DESTREZA;A2 ;1;0;1;0;0;0
Albacete;Albacete;AB0129;JAGUAR SL;02;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;1;0;2;0;0
Albacete;Albacete;AB0129;JAGUAR SL;02;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A2 ;1;1;0;0;0;0
Albacete;Albacete;AB0129;JAGUAR SL;02;8 ;2018;PRUEBA ESPECÍFICO;A2 ;1;1;0;0;0;0
Albacete;Albacete;AB0129;JAGUAR SL;02;8 ;2018;PRUEBA TEÓRICA;B  ;3;3;0;0;0;0
Albacete;Albacete;AB0132;JIMAR SL;01;8 ;2018;PRUEBA DESTREZA;C  ;0;0;0;0;0;1
Albacete;Albacete;AB0132;JIMAR SL;01;8 ;2018;PRUEBA DESTREZA;A2 ;1;1;0;0;0;0
Albacete;Albacete;AB0132;JIMAR SL;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;4;3;0;1;0;4
Albacete;Albacete;AB0132;JIMAR SL;01;8 ;2018;PRUEBA TEÓRICA;B  ;12;7;3;1;1;3
Albacete;Albacete;AB0132;JIMAR SL;01;8 ;2018;PRUEBA ESPECÍFICO;A2 ;1;1;0;0;0;0
Albacete;Albacete;AB0127;JIMENEZ;01;8 ;2018;PRUEBA TEÓRICA;B  ;1;1;0;0;0;0
Albacete;Albacete;AB0141;LA RODA;01;8 ;2018;PRUEBA TEÓRICA;B  ;5;3;2;0;0;6
Albacete;Albacete;AB0141;LA RODA;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;11;5;2;4;0;9
Albacete;Albacete;AB0226;LA VEREDA;02;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;0;0;0;0;0;1
Albacete;Albacete;AB0119;LINEAL S L;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A2 ;1;1;0;0;0;0
Albacete;Albacete;AB0119;LINEAL S L;01;8 ;2018;PRUEBA DESTREZA;A2 ;1;0;0;1;0;0
Albacete;Albacete;AB0119;LINEAL S L;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;EC ;2;0;2;0;0;1
Albacete;Albacete;AB0119;LINEAL S L;01;8 ;2018;PRUEBA TEÓRICA;B  ;17;13;2;2;0;4
Albacete;Albacete;AB0119;LINEAL S L;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C1 ;1;1;0;0;0;0
Albacete;Albacete;AB0119;LINEAL S L;01;8 ;2018;PRUEBA DESTREZA;EB ;1;1;0;0;0;0
Albacete;Albacete;AB0119;LINEAL S L;01;8 ;2018;PRUEBA ESPECÍFICO;C  ;2;2;0;0;0;0
Albacete;Albacete;AB0119;LINEAL S L;01;8 ;2018;PRUEBA ESPECÍFICO;C1 ;1;1;0;0;0;0
Albacete;Albacete;AB0119;LINEAL S L;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;1;0;2;0;4
Albacete;Albacete;AB0119;LINEAL S L;01;8 ;2018;PRUEBA ESPECÍFICO;EC ;1;1;0;0;0;0
Albacete;Albacete;AB0119;LINEAL S L;01;8 ;2018;PRUEBA DESTREZA;EC ;1;0;0;1;0;0
Albacete;Albacete;AB0119;LINEAL S L;01;8 ;2018;PRUEBA ESPECÍFICO;D  ;0;0;0;0;0;1
Albacete;Albacete;AB0119;LINEAL S L;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;2;2;0;0;0;0
Albacete;Albacete;AB0119;LINEAL S L;01;8 ;2018;PRUEBA DESTREZA;C  ;2;2;0;0;0;0
Albacete;Albacete;AB0119;LINEAL S L;01;8 ;2018;PRUEBA ESPECÍFICO;A2 ;2;1;1;0;0;1
Albacete;Albacete;AB0119;LINEAL S L;02;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;1;0;0;0;1;0
Albacete;Albacete;AB0119;LINEAL S L;03;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;1;0;0;1;0;2
Albacete;Albacete;AB0119;LINEAL S L;03;8 ;2018;PRUEBA TEÓRICA;B  ;5;2;3;0;0;5
Albacete;Albacete;AB0119;LINEAL S L;04;8 ;2018;PRUEBA DESTREZA;AM ;0;0;0;0;0;1
Albacete;Albacete;AB0119;LINEAL S L;04;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;0;0;0;0;0;1
Albacete;Albacete;AB0119;LINEAL S L;04;8 ;2018;PRUEBA ESPECÍFICO;AM ;1;1;0;0;0;1
Albacete;Albacete;AB0224;MARCHE;01;8 ;2018;PRUEBA TEÓRICA;B  ;1;1;0;0;0;0
Albacete;Albacete;AB0224;MARCHE;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;1;0;1;1;5
Albacete;Albacete;AB0228;MOTOESCUELA TRANSFOR;01;8 ;2018;PRUEBA TEÓRICA;B  ;3;2;0;1;0;2
Albacete;Albacete;AB0228;MOTOESCUELA TRANSFOR;01;8 ;2018;PRUEBA DESTREZA;A2 ;4;3;1;0;0;3
Albacete;Albacete;AB0228;MOTOESCUELA TRANSFOR;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A2 ;3;3;0;0;0;0
Albacete;Albacete;AB0228;MOTOESCUELA TRANSFOR;01;8 ;2018;PRUEBA ESPECÍFICO;A2 ;1;1;0;0;0;0
Albacete;Albacete;AB0228;MOTOESCUELA TRANSFOR;01;8 ;2018;PRUEBA ESPECÍFICO;A1 ;2;2;0;0;0;0
Albacete;Albacete;AB0228;MOTOESCUELA TRANSFOR;01;8 ;2018;PRUEBA DESTREZA;A1 ;2;2;0;0;0;0
Albacete;Albacete;AB0228;MOTOESCUELA TRANSFOR;01;8 ;2018;PRUEBA TEÓRICA;A1 ;2;2;0;0;0;0
Albacete;Albacete;AB0228;MOTOESCUELA TRANSFOR;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;2;0;0;1;1
Albacete;Albacete;AB0131;NOVEL SL;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A2 ;4;1;2;1;0;2
Albacete;Albacete;AB0131;NOVEL SL;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;7;4;1;1;1;8
Albacete;Albacete;AB0131;NOVEL SL;01;8 ;2018;PRUEBA TEÓRICA;B  ;16;15;1;0;0;7
Albacete;Albacete;AB0131;NOVEL SL;01;8 ;2018;PRUEBA DESTREZA;A2 ;1;1;0;0;0;1
Albacete;Albacete;AB0131;NOVEL SL;01;8 ;2018;PRUEBA ESPECÍFICO;A2 ;4;4;0;0;0;0
Albacete;Albacete;AB0131;NOVEL SL;01;8 ;2018;PRUEBA ESPECÍFICO;AM ;1;1;0;0;0;0
Albacete;Albacete;AB0131;NOVEL SL;03;8 ;2018;PRUEBA DESTREZA;C  ;1;0;0;1;0;0
Albacete;Albacete;AB0131;NOVEL SL;03;8 ;2018;PRUEBA TEÓRICA;B  ;10;6;2;1;1;6
Albacete;Albacete;AB0131;NOVEL SL;03;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;1;0;0;1;0;0
Albacete;Albacete;AB0131;NOVEL SL;03;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;2;0;1;1;0;3
Albacete;Albacete;AB0131;NOVEL SL;03;8 ;2018;PRUEBA ESPECÍFICO;EC ;1;0;1;0;0;1
Albacete;Albacete;AB0131;NOVEL SL;03;8 ;2018;PRUEBA ESPECÍFICO;C  ;2;1;1;0;0;1
Albacete;Albacete;AB0215;NUEVO AVANCE;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;4;1;2;1;0;6
Albacete;Albacete;AB0215;NUEVO AVANCE;01;8 ;2018;PRUEBA TEÓRICA;B  ;6;5;0;1;0;1
Albacete;Albacete;AB0033;PAÑOS;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;7;3;1;3;0;17
Albacete;Albacete;AB0033;PAÑOS;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;D  ;1;1;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;01;8 ;2018;PRUEBA TEÓRICA;B  ;25;20;2;2;1;4
Albacete;Albacete;AB0033;PAÑOS;01;8 ;2018;PRUEBA ESPECÍFICO;EC ;2;2;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;01;8 ;2018;PRUEBA ESPECÍFICO;AM ;1;1;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;01;8 ;2018;PRUEBA DESTREZA;A1 ;2;2;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;01;8 ;2018;PRUEBA ESPECÍFICO;A2 ;3;3;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;01;8 ;2018;PRUEBA DESTREZA;C  ;1;1;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;01;8 ;2018;PRUEBA ESPECÍFICO;C  ;2;2;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;01;8 ;2018;PRUEBA ESPECÍFICO;A1 ;2;2;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;01;8 ;2018;PRUEBA DESTREZA;D  ;1;1;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;01;8 ;2018;PRUEBA DESTREZA;A2 ;1;1;0;0;0;1
Albacete;Albacete;AB0033;PAÑOS;01;8 ;2018;PRUEBA DESTREZA;EC ;1;1;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;01;8 ;2018;PRUEBA TEÓRICA;A1 ;2;2;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;EC ;1;1;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;03;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;0;0;0;0;0;1
Albacete;Albacete;AB0033;PAÑOS;03;8 ;2018;PRUEBA TEÓRICA;B  ;4;3;0;1;0;7
Albacete;Albacete;AB0033;PAÑOS;05;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;1;1;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;05;8 ;2018;PRUEBA TEÓRICA;B  ;11;9;1;1;0;8
Albacete;Albacete;AB0033;PAÑOS;05;8 ;2018;PRUEBA ESPECÍFICO;A2 ;2;1;1;0;0;1
Albacete;Albacete;AB0033;PAÑOS;05;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;5;1;1;3;0;3
Albacete;Albacete;AB0033;PAÑOS;05;8 ;2018;PRUEBA ESPECÍFICO;D  ;1;1;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;05;8 ;2018;PRUEBA DESTREZA;EC ;2;0;0;1;1;2
Albacete;Albacete;AB0033;PAÑOS;05;8 ;2018;PRUEBA DESTREZA;D  ;0;0;0;0;0;1
Albacete;Albacete;AB0033;PAÑOS;05;8 ;2018;PRUEBA ESPECÍFICO;EC ;4;2;0;2;0;0
Albacete;Albacete;AB0033;PAÑOS;05;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;EC ;1;1;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;05;8 ;2018;PRUEBA DESTREZA;C  ;3;3;0;0;0;1
Albacete;Albacete;AB0033;PAÑOS;05;8 ;2018;PRUEBA ESPECÍFICO;C  ;3;3;0;0;0;0
Albacete;Albacete;AB0189;PYD HINAREJOS;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;10;6;2;2;0;8
Albacete;Albacete;AB0189;PYD HINAREJOS;01;8 ;2018;PRUEBA TEÓRICA;A1 ;0;0;0;0;0;1
Albacete;Albacete;AB0189;PYD HINAREJOS;01;8 ;2018;PRUEBA TEÓRICA;B  ;25;23;1;1;0;10
Albacete;Albacete;AB0189;PYD HINAREJOS;01;8 ;2018;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;0;0;0;0;0;1
Albacete;Albacete;AB0189;PYD HINAREJOS;01;8 ;2018;PRUEBA ESPECÍFICO;A2 ;4;4;0;0;0;0
